timestamp,algorithm,seed,evaluation_step,array_height,array_width,ifmap_kb,filter_kb,ofmap_kb,dataflow,bandwidth,total_cycles,cycles_mha,cycles_conv,total_stalls,avg_utilization,pe_area,sram_area,total_area,fom_score,step_gain_pct,best_so_far_gain_pct
2026-08-22T16:46:02.509666+00:00,Random Search,9,83,12,48,64,128,64,ws,8,13685,5446,8239,0,36.6,576.0,204.8,780.8,93.587,-60.69,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,84,48,12,64,128,32,os,32,4390,1782,2608,0,47.25,576.0,179.2,755.2,301.629,26.68,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,85,64,16,8,16,32,ws,8,14666,1846,12820,8802,18.63,1024.0,44.8,1068.8,63.796,-73.21,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,86,8,24,32,256,64,os,8,19576,3342,16234,7348,42.97,192.0,281.6,473.6,107.861,-54.7,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,87,12,48,64,8,32,os,24,18727,1825,16902,13424,19.19,576.0,83.2,659.2,81.006,-65.98,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,88,64,4,32,16,32,ws,12,14804,3786,11018,1926,31.75,256.0,64.0,320.0,211.092,-11.34,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,89,4,12,128,128,8,os,32,25485,7758,17727,0,76.98,48.0,211.2,259.2,151.384,-36.42,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,90,8,12,16,8,128,ws,8,24747,8926,15821,0,69.26,96.0,121.6,217.6,185.703,-22.01,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,91,24,8,128,64,64,is,24,14836,3534,11302,0,42.72,192.0,204.8,396.8,169.868,-28.66,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,92,12,16,256,16,8,os,12,8733,2884,5849,0,73.98,192.0,224.0,416.0,275.26,15.61,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,93,8,32,64,16,16,os,16,7000,2142,4858,0,70.96,256.0,76.8,332.8,429.258,80.29,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,94,64,16,32,16,256,ws,16,6130,1334,4796,1194,26.69,1024.0,243.2,1267.2,128.734,-45.93,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,95,32,24,32,64,64,ws,32,5048,1298,3750,220,36.13,768.0,128.0,896.0,221.092,-7.14,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,96,4,16,64,16,32,is,4,63356,18797,44559,21350,36.29,64.0,89.6,153.6,102.759,-56.84,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,97,16,48,128,16,32,os,12,5824,1860,3964,0,40.26,768.0,140.8,908.8,188.934,-20.65,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,98,32,32,256,16,64,ws,4,16410,3702,12708,0,47.54,1024.0,268.8,1292.8,47.137,-80.2,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,99,64,8,64,64,32,ws,24,6986,1924,5062,0,35.6,512.0,128.0,640.0,223.662,-6.06,125.68
2026-08-22T16:46:02.509666+00:00,Random Search,9,100,48,16,64,8,16,is,12,27785,2415,25370,19340,14.13,768.0,70.4,838.4,42.928,-81.97,125.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,1,24,4,32,16,32,os,16,40372,4862,35510,26040,41.72,96.0,64.0,160.0,154.81,-34.98,-34.98
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,2,24,4,32,16,64,os,16,40372,4862,35510,26040,41.72,96.0,89.6,185.6,133.457,-43.95,-34.98
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,3,24,4,32,16,32,os,12,52620,5044,47576,37668,39.15,96.0,64.0,160.0,118.776,-50.11,-34.98
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,4,24,4,128,16,32,os,16,14604,4862,9742,0,73.97,96.0,140.8,236.8,289.166,21.45,21.45
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,5,24,12,128,16,32,os,16,7092,2306,4786,0,61.78,288.0,140.8,428.8,328.834,38.11,38.11
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,6,24,12,16,16,32,os,16,7046,2306,4740,738,55.05,288.0,51.2,339.2,418.409,75.73,75.73
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,7,24,12,16,16,32,os,4,23340,3938,19402,13000,32.92,288.0,51.2,339.2,126.312,-46.95,75.73
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,8,24,12,128,16,32,os,16,7092,2306,4786,0,61.78,288.0,140.8,428.8,328.834,38.11,75.73
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,9,24,12,16,16,32,os,24,5861,2125,3736,0,61.78,288.0,51.2,339.2,503.005,111.26,111.26
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,10,24,24,16,16,32,os,24,4163,1351,2812,0,48.28,576.0,51.2,627.2,382.99,60.85,111.26
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,11,32,12,16,16,32,os,24,5011,1633,3378,56,57.22,384.0,51.2,435.2,458.55,92.59,111.26
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,12,32,12,16,16,32,os,24,5011,1633,3378,56,57.22,384.0,51.2,435.2,458.55,92.59,111.26
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,13,24,12,16,16,256,os,24,5861,2125,3736,0,61.78,288.0,230.4,518.4,329.127,38.23,111.26
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,14,24,12,16,16,64,os,24,5861,2125,3736,0,61.78,288.0,76.8,364.8,467.707,96.43,111.26
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,15,24,12,16,16,32,os,24,5861,2125,3736,0,61.78,288.0,51.2,339.2,503.005,111.26,111.26
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,16,24,12,16,16,8,os,24,5691,2125,3566,0,61.78,288.0,32.0,320.0,549.113,130.62,130.62
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,17,48,12,16,16,8,os,24,5809,1889,3920,1740,31.75,576.0,32.0,608.0,283.136,18.92,130.62
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,18,24,12,16,16,8,os,32,5509,2034,3475,0,61.78,288.0,32.0,320.0,567.254,138.24,138.24
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,19,24,12,16,16,8,ws,32,6454,2467,3987,0,52.43,288.0,32.0,320.0,484.196,103.36,138.24
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,20,24,12,16,16,8,os,12,8496,2488,6008,2080,47.62,288.0,32.0,320.0,367.82,54.48,138.24
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,21,24,12,256,16,8,os,32,5901,2034,3867,0,61.78,288.0,224.0,512.0,330.982,39.01,138.24
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,22,24,16,16,16,8,os,32,3949,1494,2455,0,67.49,384.0,32.0,416.0,608.723,155.66,155.66
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,23,24,12,16,16,8,os,32,5509,2034,3475,0,61.78,288.0,32.0,320.0,567.254,138.24,155.66
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,24,24,16,16,8,8,os,32,3949,1494,2455,0,67.49,384.0,25.6,409.6,618.234,159.65,159.65
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,25,32,16,16,8,8,os,32,3305,1134,2171,0,63.25,512.0,25.6,537.6,562.82,136.38,159.65
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,26,24,16,16,8,8,os,32,3949,1494,2455,0,67.49,384.0,25.6,409.6,618.234,159.65,159.65
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,27,24,16,256,8,8,os,32,4341,1494,2847,0,67.49,384.0,217.6,601.6,382.915,60.82,159.65
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,28,24,16,128,8,8,os,32,4341,1494,2847,0,67.49,384.0,115.2,499.2,461.462,93.81,159.65
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,29,24,16,16,8,8,os,24,4131,1585,2546,0,67.49,384.0,25.6,409.6,590.996,148.21,159.65
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,30,24,16,64,8,8,os,32,4341,1494,2847,0,67.49,384.0,64.0,448.0,514.2,115.96,159.65
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,31,24,16,16,8,8,os,16,4973,1766,3207,454,60.67,384.0,25.6,409.6,490.932,106.19,159.65
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,32,24,24,16,8,8,os,32,3811,1260,2551,0,48.28,576.0,25.6,601.6,436.167,83.19,159.65
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,33,24,16,16,8,8,os,8,9057,2310,6747,3476,43.18,384.0,25.6,409.6,269.56,13.21,159.65
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,34,24,16,16,8,8,os,32,3949,1494,2455,0,67.49,384.0,25.6,409.6,618.234,159.65,159.65
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,35,12,16,16,8,8,os,32,6781,2430,4351,0,73.98,192.0,25.6,217.6,677.715,184.64,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,36,12,4,16,8,8,os,32,23197,7758,15439,0,82.04,48.0,25.6,73.6,585.72,146.0,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,37,12,16,16,8,8,is,32,11712,2703,9009,1130,47.79,192.0,25.6,217.6,392.383,64.8,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,38,12,16,16,8,8,os,32,6781,2430,4351,0,73.98,192.0,25.6,217.6,677.715,184.64,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,39,12,16,16,8,16,os,32,6908,2430,4478,0,73.98,192.0,32.0,224.0,646.249,171.42,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,40,12,16,16,8,8,is,32,11712,2703,9009,1130,47.79,192.0,25.6,217.6,392.383,64.8,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,41,12,16,16,128,8,os,32,6781,2430,4351,0,73.98,192.0,121.6,313.6,470.252,97.5,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,42,12,16,16,256,8,os,32,6781,2430,4351,0,73.98,192.0,224.0,416.0,354.497,48.89,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,43,12,16,16,8,8,os,32,6781,2430,4351,0,73.98,192.0,25.6,217.6,677.715,184.64,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,44,12,16,16,8,8,os,32,6781,2430,4351,0,73.98,192.0,25.6,217.6,677.715,184.64,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,45,12,16,16,8,8,os,32,6781,2430,4351,0,73.98,192.0,25.6,217.6,677.715,184.64,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,46,12,4,16,8,8,os,32,23197,7758,15439,0,82.04,48.0,25.6,73.6,585.72,146.0,184.64
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,47,16,16,16,8,8,os,32,5161,1758,3403,0,75.46,256.0,25.6,281.6,688.071,188.99,188.99
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,48,16,16,16,8,8,os,32,5161,1758,3403,0,75.46,256.0,25.6,281.6,688.071,188.99,188.99
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,49,16,16,16,8,8,os,4,17457,3550,13907,8600,45.11,256.0,25.6,281.6,203.422,-14.56,188.99
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,50,16,16,16,8,8,os,32,5161,1758,3403,0,75.46,256.0,25.6,281.6,688.071,188.99,188.99
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,51,16,16,16,8,256,os,32,5288,1758,3530,0,75.46,256.0,224.0,480.0,393.974,65.47,188.99
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,52,16,16,16,8,128,os,32,5288,1758,3530,0,75.46,256.0,121.6,377.6,500.814,110.34,188.99
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,53,8,16,16,8,8,os,32,9253,3006,6247,0,80.6,128.0,25.6,153.6,703.601,195.51,195.51
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,54,8,16,16,8,8,ws,32,9838,3263,6575,0,75.44,128.0,25.6,153.6,661.762,177.94,195.51
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,55,8,16,16,8,8,os,32,9253,3006,6247,0,80.6,128.0,25.6,153.6,703.601,195.51,195.51
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,56,8,16,8,8,8,os,32,9125,3006,6119,0,80.6,128.0,19.2,147.2,744.491,212.68,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,57,4,16,8,8,8,os,32,17309,5502,11807,0,83.48,64.0,19.2,83.2,694.392,191.64,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,58,8,8,8,8,8,os,32,16765,5246,11519,0,86.61,64.0,19.2,83.2,716.924,201.1,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,59,8,16,8,8,8,ws,32,9710,3263,6447,0,75.44,128.0,19.2,147.2,699.637,193.84,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,60,48,16,8,8,8,os,32,3471,1262,2209,758,38.62,768.0,19.2,787.2,365.982,53.71,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,61,8,16,8,8,8,os,12,9793,3434,6359,0,80.6,128.0,19.2,147.2,693.708,191.35,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,62,24,16,8,8,8,os,32,3805,1478,2327,0,67.49,384.0,19.2,403.2,651.816,173.76,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,63,8,4,8,8,8,os,32,32045,9726,22319,0,90.0,32.0,19.2,51.2,609.494,155.98,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,64,8,16,8,8,8,os,32,9125,3006,6119,0,80.6,128.0,19.2,147.2,744.491,212.68,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,65,8,16,8,16,8,os,32,9141,3006,6135,0,80.6,128.0,25.6,153.6,712.221,199.13,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,66,8,16,8,8,8,os,32,9125,3006,6119,0,80.6,128.0,19.2,147.2,744.491,212.68,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,67,8,16,8,8,16,os,32,9252,3006,6246,0,80.6,128.0,25.6,153.6,703.677,195.54,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,68,8,4,8,8,8,os,32,32045,9726,22319,0,90.0,32.0,19.2,51.2,609.494,155.98,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,69,8,12,8,8,8,os,32,13081,4190,8891,0,74.21,96.0,19.2,115.2,663.6,178.71,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,70,8,16,8,8,8,os,32,9125,3006,6119,0,80.6,128.0,19.2,147.2,744.491,212.68,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,71,8,16,8,256,8,os,32,9141,3006,6135,0,80.6,128.0,217.6,345.6,316.543,32.95,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,72,8,16,8,256,8,os,32,9141,3006,6135,0,80.6,128.0,217.6,345.6,316.543,32.95,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,73,8,16,8,8,128,os,32,9252,3006,6246,0,80.6,128.0,115.2,243.2,444.427,86.66,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,74,8,16,8,8,8,os,32,9125,3006,6119,0,80.6,128.0,19.2,147.2,744.491,212.68,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,75,8,16,8,8,8,os,32,9125,3006,6119,0,80.6,128.0,19.2,147.2,744.491,212.68,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,76,8,16,8,8,8,ws,32,9710,3263,6447,0,75.44,128.0,19.2,147.2,699.637,193.84,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,77,32,16,8,8,8,os,32,3177,1134,2043,0,63.25,512.0,19.2,531.2,592.55,148.87,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,78,8,16,8,8,32,os,32,9252,3006,6246,0,80.6,128.0,38.4,166.4,649.548,172.81,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,79,8,16,8,8,8,os,16,9525,3262,6263,0,80.6,128.0,19.2,147.2,713.226,199.55,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,80,8,16,256,8,8,os,32,9645,3006,6639,0,80.6,128.0,217.6,345.6,300.002,26.0,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,81,8,16,8,8,8,is,32,13466,3263,10203,0,59.86,128.0,19.2,147.2,504.491,111.88,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,82,8,16,64,8,8,os,32,9645,3006,6639,0,80.6,128.0,64.0,192.0,540.003,126.8,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,83,8,16,8,8,8,os,32,9125,3006,6119,0,80.6,128.0,19.2,147.2,744.491,212.68,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,84,8,16,8,8,16,os,32,9252,3006,6246,0,80.6,128.0,25.6,153.6,703.677,195.54,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,85,8,16,8,8,8,os,32,9125,3006,6119,0,80.6,128.0,19.2,147.2,744.491,212.68,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,86,8,16,8,64,8,os,32,9141,3006,6135,0,80.6,128.0,64.0,192.0,569.777,139.3,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,87,8,16,8,8,8,is,32,13466,3263,10203,0,59.86,128.0,19.2,147.2,504.491,111.88,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,88,48,16,8,8,8,os,32,3471,1262,2209,758,38.62,768.0,19.2,787.2,365.982,53.71,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,89,8,16,8,8,64,os,32,9252,3006,6246,0,80.6,128.0,64.0,192.0,562.941,136.43,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,90,8,16,8,8,8,ws,32,9710,3263,6447,0,75.44,128.0,19.2,147.2,699.637,193.84,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,91,24,16,8,8,8,os,32,3805,1478,2327,0,67.49,384.0,19.2,403.2,651.816,173.76,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,92,8,16,8,128,8,os,32,9141,3006,6135,0,80.6,128.0,115.2,243.2,449.824,88.92,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,93,8,16,8,8,128,os,32,9252,3006,6246,0,80.6,128.0,115.2,243.2,444.427,86.66,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,94,64,16,8,8,8,os,32,3101,822,2279,804,37.75,1024.0,19.2,1043.2,309.123,29.83,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,95,8,16,8,8,8,os,16,9525,3262,6263,0,80.6,128.0,19.2,147.2,713.226,199.55,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,96,8,16,8,8,8,os,16,9525,3262,6263,0,80.6,128.0,19.2,147.2,713.226,199.55,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,97,8,16,8,8,8,ws,32,9710,3263,6447,0,75.44,128.0,19.2,147.2,699.637,193.84,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,98,8,4,8,8,8,os,32,32045,9726,22319,0,90.0,32.0,19.2,51.2,609.494,155.98,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,99,8,16,8,8,8,os,32,9125,3006,6119,0,80.6,128.0,19.2,147.2,744.491,212.68,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,0,100,8,4,8,8,8,os,32,32045,9726,22319,0,90.0,32.0,19.2,51.2,609.494,155.98,212.68
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,1,8,16,16,64,8,is,12,14653,3689,10964,0,59.86,128.0,70.4,198.4,343.979,44.47,44.47
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,2,8,16,8,64,8,is,12,14354,3689,10665,0,59.86,128.0,64.0,192.0,362.849,52.39,52.39
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,3,8,16,8,64,8,is,12,14354,3689,10665,0,59.86,128.0,64.0,192.0,362.849,52.39,52.39
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,4,8,16,8,16,8,is,12,14354,3689,10665,0,59.86,128.0,25.6,153.6,453.561,90.49,90.49
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,5,64,16,8,16,8,is,12,12720,1506,11214,5878,18.62,1024.0,25.6,1049.6,74.901,-68.54,90.49
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,6,8,16,8,16,8,is,16,13997,3519,10478,0,59.86,128.0,25.6,153.6,465.129,95.35,95.35
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,7,8,16,8,128,8,is,16,13997,3519,10478,0,59.86,128.0,115.2,243.2,293.766,23.38,95.35
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,8,64,16,8,16,8,is,16,9809,1334,8475,3298,19.61,1024.0,25.6,1049.6,97.13,-59.21,95.35
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,9,8,16,8,16,8,is,8,16316,5053,11263,510,54.92,128.0,25.6,153.6,399.02,67.59,95.35
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,10,32,16,8,16,8,is,16,8412,1647,6765,1336,32.87,512.0,25.6,537.6,221.127,-7.13,95.35
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,11,4,16,8,16,8,is,16,23926,6015,17911,0,66.85,64.0,25.6,89.6,466.468,95.91,95.91
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,12,4,16,8,256,8,is,16,23926,6015,17911,0,66.85,64.0,217.6,281.6,148.422,-37.66,95.91
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,13,4,16,8,256,8,is,16,23926,6015,17911,0,66.85,64.0,217.6,281.6,148.422,-37.66,95.91
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,14,4,64,8,16,8,is,16,17444,4235,13209,3356,23.89,256.0,25.6,281.6,203.574,-14.5,95.91
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,15,4,16,8,16,16,is,16,24357,6271,18086,0,66.85,64.0,32.0,96.0,427.666,79.62,95.91
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,16,4,16,8,16,8,ws,16,18382,6015,12367,0,80.59,64.0,25.6,89.6,607.155,155.0,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,17,4,16,8,16,8,ws,16,18382,6015,12367,0,80.59,64.0,25.6,89.6,607.155,155.0,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,18,48,16,8,16,8,ws,16,6254,1903,4351,2444,23.16,768.0,25.6,793.6,201.484,-15.38,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,19,4,16,8,16,256,ws,16,27771,9854,17917,0,80.59,64.0,224.0,288.0,125.031,-47.49,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,20,4,16,8,16,8,is,16,23926,6015,17911,0,66.85,64.0,25.6,89.6,466.468,95.91,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,21,32,16,8,16,8,ws,16,4778,1647,3131,464,46.71,512.0,25.6,537.6,389.309,63.51,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,22,4,16,8,16,8,is,16,23926,6015,17911,0,66.85,64.0,25.6,89.6,466.468,95.91,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,23,4,16,8,128,8,ws,16,18382,6015,12367,0,80.59,64.0,115.2,179.2,303.577,27.5,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,24,4,16,8,16,8,ws,16,18382,6015,12367,0,80.59,64.0,25.6,89.6,607.155,155.0,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,25,4,16,8,16,64,ws,16,21958,7807,14151,0,80.59,64.0,70.4,134.4,338.85,42.31,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,26,4,16,8,16,64,ws,16,21958,7807,14151,0,80.59,64.0,70.4,134.4,338.85,42.31,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,27,64,16,8,16,8,ws,16,7050,1334,5716,3561,21.69,1024.0,25.6,1049.6,135.141,-43.24,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,28,4,16,8,16,8,ws,16,18382,6015,12367,0,80.59,64.0,25.6,89.6,607.155,155.0,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,29,4,32,8,16,8,ws,16,15252,4629,10623,3998,52.57,128.0,25.6,153.6,426.857,79.28,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,30,4,16,8,16,8,is,16,23926,6015,17911,0,66.85,64.0,25.6,89.6,466.468,95.91,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,31,64,16,8,16,8,ws,16,7050,1334,5716,3561,21.69,1024.0,25.6,1049.6,135.141,-43.24,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,32,12,16,8,16,8,ws,16,7742,2959,4783,0,67.47,192.0,25.6,217.6,593.592,149.3,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,33,4,16,8,32,8,ws,16,18382,6015,12367,0,80.59,64.0,38.4,102.4,531.26,123.13,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,34,64,16,8,16,8,ws,16,7050,1334,5716,3561,21.69,1024.0,25.6,1049.6,135.141,-43.24,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,35,4,16,8,16,8,is,16,23926,6015,17911,0,66.85,64.0,25.6,89.6,466.468,95.91,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,36,4,16,8,256,8,ws,16,18382,6015,12367,0,80.59,64.0,217.6,281.6,193.186,-18.86,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,37,4,16,8,16,16,ws,16,18886,6271,12615,0,80.59,64.0,32.0,96.0,551.555,131.65,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,38,4,16,8,16,8,ws,8,30363,9142,21221,10029,53.01,64.0,25.6,89.6,367.576,54.38,155.0
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,39,4,16,8,16,8,ws,24,18070,5844,12226,0,80.59,64.0,25.6,89.6,617.638,159.4,159.4
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,40,4,48,8,16,8,ws,24,11710,4201,7509,0,42.33,192.0,25.6,217.6,392.45,64.83,159.4
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,41,4,16,8,16,8,ws,24,18070,5844,12226,0,80.59,64.0,25.6,89.6,617.638,159.4,159.4
2026-08-22T16:46:02.509666+00:00,Simulated Annealing,1,42,4,16,256,16,8,ws,24,18742,5844,12898,0,80.59,64.0,224.0,288.0,185.264,-22.19,159.4
