version,organization,system,benchmark,samples_per_sec,tokens_per_sec,valid,log_url
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT,dlrm-v2-99.9,354151.0,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT/dlrm-v2-99.9/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT,dlrm-v2-99,568422.0,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT/dlrm-v2-99/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT,gptj-99.9,239.895,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT/gptj-99.9/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT,gptj-99,239.895,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT/gptj-99/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT,llama2-70b-99.9,74.699,21805.8,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT/llama2-70b-99.9/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT,resnet50,703770.0,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT/resnet50/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT,retinanet,14194.4,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT/retinanet/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT,rnnt,170595.0,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT/rnnt/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT,stable-diffusion-xl,13.1263,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT/stable-diffusion-xl/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,3d-unet-99.9,38.2089,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/3d-unet-99.9/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,3d-unet-99,38.2089,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/3d-unet-99/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,bert-99.9,50998.9,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/bert-99.9/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,bert-99,53726.9,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/bert-99/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,dlrm-v2-99.9,283714.0,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/dlrm-v2-99.9/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,dlrm-v2-99,458408.0,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/dlrm-v2-99/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,gptj-99.9,178.896,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/gptj-99.9/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,gptj-99,178.896,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/gptj-99/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,llama2-70b-99.9,60.2129,17561.6,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/llama2-70b-99.9/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,resnet50,473737.0,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/resnet50/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,retinanet,10105.9,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/retinanet/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,rnnt,139938.0,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/rnnt/Offline/performance/run_1/mlperf_log_summary.txt
v4.0,NVIDIA,DGX-H100_H100-SXM-80GBx8_TRT_MaxQ,stable-diffusion-xl,9.64827,,True,https://raw.githubusercontent.com/mlcommons/inference_results_v4.0/main/closed/NVIDIA/results/DGX-H100_H100-SXM-80GBx8_TRT_MaxQ/stable-diffusion-xl/Offline/performance/run_1/mlperf_log_summary.txt
