DesignName,DesignDomain,DesignDescription,TopModule,SeedIndex,PassSequence,PassLength,ChipArea_um2,SequentialArea_um2,CombinationalArea_um2,SequentialAreaPct,TotalCellCount,WireCount,PeakMemory_MB,WallClockTime_s,UserTime_s,SystemTime_s,ExitCode,Timestamp,Provenance_Tool,Provenance_Library,Provenance_Platform,Provenance_Processor
sha256_core,Hash Transform Engine,Secworks NIST SHA-256 Engine,sha256_core,24,strash; fraig; fraig; resub -z; resub -z; balance; rewrite; balance; map,6,14660.3240,5500.8800,9159.4440,37.52,348,9196,84.78,2.3276,0.6500,0.0300,0,2026-08-22T18:15:07.294677,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
sha256_core,Hash Transform Engine,Secworks NIST SHA-256 Engine,sha256_core,25,strash; fraig; refactor; resub -z; resub -z; dc2; rewrite -z; balance; map,6,14498.3300,5500.8800,8997.4500,37.94,348,9196,84.20,2.9526,0.6600,0.0300,0,2026-08-22T18:15:10.256065,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,1,strash; refactor; rewrite -z; resub; balance; resub; refactor -z; balance; map,6,3928.2880,175.5600,3752.7280,4.47,29,3888,51.64,1.2865,0.2400,0.0200,0,2026-08-22T18:15:11.546228,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,2,strash; resub; refactor; fraig; rewrite -z; refactor -z; rewrite; balance; map,6,3924.2980,175.5600,3748.7380,4.47,29,3888,51.52,1.4158,0.2400,0.0200,0,2026-08-22T18:15:12.963029,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,3,strash; dc2; refactor; dc2; resub; fraig; dc2; balance; map,6,3854.3400,175.5600,3678.7800,4.55,29,3888,52.06,1.8011,0.2400,0.0200,0,2026-08-22T18:15:14.765159,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,4,strash; balance; fraig; rewrite -z; rewrite -z; balance; resub -z; balance; map,6,3901.9540,175.5600,3726.3940,4.50,29,3888,51.30,1.2805,0.2400,0.0200,0,2026-08-22T18:15:16.046851,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,5,strash; refactor; fraig; balance; rewrite -z; rewrite; dc2; balance; map,6,3876.4180,175.5600,3700.8580,4.53,29,3888,51.23,1.3881,0.2400,0.0200,0,2026-08-22T18:15:17.436041,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,6,strash; rewrite -z; balance; fraig; dc2; refactor; rewrite; balance; map,6,3857.5320,175.5600,3681.9720,4.55,29,3888,51.53,1.5400,0.2400,0.0200,0,2026-08-22T18:15:18.977028,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,7,strash; balance; resub; refactor; balance; refactor -z; resub; balance; map,6,3912.0620,175.5600,3736.5020,4.49,29,3888,45.27,1.4192,0.2500,0.0300,0,2026-08-22T18:15:20.397626,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,8,strash; resub; resub -z; refactor; dc2; dc2; refactor -z; balance; map,6,3907.8060,175.5600,3732.2460,4.49,29,3888,50.02,1.7724,0.2400,0.0400,0,2026-08-22T18:15:22.171320,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,9,strash; refactor -z; refactor -z; resub; dc2; balance; fraig; balance; map,6,3846.6260,175.5600,3671.0660,4.56,29,3888,51.34,1.5711,0.2500,0.0300,0,2026-08-22T18:15:23.743758,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,10,strash; resub; resub -z; refactor; resub; resub -z; refactor -z; balance; map,6,3908.6040,175.5600,3733.0440,4.49,29,3888,50.14,1.5063,0.2600,0.0300,0,2026-08-22T18:15:25.251125,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,11,strash; dc2; refactor -z; rewrite -z; refactor; refactor; balance; balance; map,6,3856.2020,175.5600,3680.6420,4.55,29,3888,50.39,1.6889,0.2400,0.0300,0,2026-08-22T18:15:26.941133,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,12,strash; rewrite -z; resub; refactor -z; fraig; dc2; fraig; balance; map,6,3823.4840,175.5600,3647.9240,4.59,29,3888,44.23,1.5207,0.2400,0.0300,0,2026-08-22T18:15:28.462945,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,13,strash; resub; balance; balance; rewrite; balance; resub -z; balance; map,6,3974.0400,175.5600,3798.4800,4.42,29,3888,51.91,1.1885,0.2400,0.0200,0,2026-08-22T18:15:29.652469,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,14,strash; resub; dc2; dc2; rewrite; refactor; rewrite; balance; map,6,3891.8460,175.5600,3716.2860,4.51,29,3888,51.80,1.7802,0.2400,0.0200,0,2026-08-22T18:15:31.433788,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,15,strash; resub; balance; resub -z; dc2; refactor; resub -z; balance; map,6,3864.9800,175.5600,3689.4200,4.54,29,3888,54.75,1.4021,0.2400,0.0200,0,2026-08-22T18:15:32.837104,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,16,strash; resub -z; resub -z; rewrite -z; dc2; fraig; fraig; balance; map,6,3920.3080,175.5600,3744.7480,4.48,29,3888,51.81,1.4108,0.2400,0.0200,0,2026-08-22T18:15:34.248913,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,17,strash; rewrite -z; dc2; fraig; rewrite; rewrite; refactor; balance; map,6,3859.6600,175.5600,3684.1000,4.55,29,3888,51.53,1.5234,0.2400,0.0200,0,2026-08-22T18:15:35.773440,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,18,strash; dc2; rewrite -z; rewrite -z; resub -z; rewrite; resub -z; balance; map,6,3894.7720,175.5600,3719.2120,4.51,29,3888,51.34,1.5077,0.2400,0.0200,0,2026-08-22T18:15:37.282203,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,19,strash; rewrite -z; fraig; rewrite; rewrite; dc2; rewrite -z; balance; map,6,3949.3020,175.5600,3773.7420,4.45,29,3888,52.25,1.5806,0.2600,0.0200,0,2026-08-22T18:15:38.863808,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,20,strash; balance; resub -z; resub -z; balance; resub -z; fraig; balance; map,6,4054.6380,175.5600,3879.0780,4.33,29,3888,51.36,1.1154,0.2400,0.0200,0,2026-08-22T18:15:39.980266,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,21,strash; fraig; balance; balance; rewrite -z; resub -z; rewrite; balance; map,6,3787.0420,175.5600,3611.4820,4.64,29,3888,51.28,1.2186,0.2400,0.0200,0,2026-08-22T18:15:41.199924,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,22,strash; balance; refactor; rewrite; fraig; fraig; rewrite -z; balance; map,6,3868.9700,175.5600,3693.4100,4.54,29,3888,51.47,1.2554,0.2400,0.0200,0,2026-08-22T18:15:42.456366,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,23,strash; resub -z; balance; dc2; balance; refactor; rewrite; balance; map,6,3864.4480,175.5600,3688.8880,4.54,29,3888,52.81,1.3987,0.2400,0.0200,0,2026-08-22T18:15:43.856114,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,24,strash; fraig; fraig; resub -z; resub -z; balance; rewrite; balance; map,6,3968.9860,175.5600,3793.4260,4.42,29,3888,51.52,1.2267,0.2400,0.0200,0,2026-08-22T18:15:45.083826,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
alu_32bit,Arithmetic & Branch Unit,32-bit Multi-Function ALU (Lighthouse SoC),alu_32bit,25,strash; fraig; refactor; resub -z; resub -z; dc2; rewrite -z; balance; map,6,3902.2200,175.5600,3726.6600,4.50,29,3888,51.59,1.4410,0.2400,0.0200,0,2026-08-22T18:15:46.525932,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,1,strash; refactor; rewrite -z; resub; balance; resub; refactor -z; balance; map,6,449.8060,158.2700,291.5360,35.19,76,340,34.25,0.2800,0.1000,0.0100,0,2026-08-22T18:15:46.807849,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,2,strash; resub; refactor; fraig; rewrite -z; refactor -z; rewrite; balance; map,6,457.7860,158.2700,299.5160,34.57,76,340,34.34,0.2825,0.1000,0.0100,0,2026-08-22T18:15:47.092152,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,3,strash; dc2; refactor; dc2; resub; fraig; dc2; balance; map,6,429.0580,158.2700,270.7880,36.89,76,340,34.27,0.3051,0.1000,0.0100,0,2026-08-22T18:15:47.399026,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,4,strash; balance; fraig; rewrite -z; rewrite -z; balance; resub -z; balance; map,6,485.9820,158.2700,327.7120,32.57,76,340,34.39,0.2792,0.1000,0.0100,0,2026-08-22T18:15:47.680037,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,5,strash; refactor; fraig; balance; rewrite -z; rewrite; dc2; balance; map,6,445.0180,158.2700,286.7480,35.56,76,340,34.47,0.2866,0.0900,0.0100,0,2026-08-22T18:15:47.968373,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,6,strash; rewrite -z; balance; fraig; dc2; refactor; rewrite; balance; map,6,445.0180,158.2700,286.7480,35.56,76,340,34.00,0.2852,0.1000,0.0100,0,2026-08-22T18:15:48.255437,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,7,strash; balance; resub; refactor; balance; refactor -z; resub; balance; map,6,460.4460,158.2700,302.1760,34.37,76,340,34.34,0.2732,0.0900,0.0100,0,2026-08-22T18:15:48.530481,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,8,strash; resub; resub -z; refactor; dc2; dc2; refactor -z; balance; map,6,435.1760,158.2700,276.9060,36.37,76,340,34.11,0.3063,0.0900,0.0100,0,2026-08-22T18:15:48.838583,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,9,strash; refactor -z; refactor -z; resub; dc2; balance; fraig; balance; map,6,442.3580,158.2700,284.0880,35.78,76,340,34.23,0.2829,0.0900,0.0100,0,2026-08-22T18:15:49.123449,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,10,strash; resub; resub -z; refactor; resub; resub -z; refactor -z; balance; map,6,460.4460,158.2700,302.1760,34.37,76,340,34.00,0.2778,0.1000,0.0100,0,2026-08-22T18:15:49.403113,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,11,strash; dc2; refactor -z; rewrite -z; refactor; refactor; balance; balance; map,6,444.4860,158.2700,286.2160,35.61,76,340,34.14,0.2838,0.0900,0.0100,0,2026-08-22T18:15:49.688685,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,12,strash; rewrite -z; resub; refactor -z; fraig; dc2; fraig; balance; map,6,425.3340,158.2700,267.0640,37.21,76,340,34.25,0.2921,0.1000,0.0100,0,2026-08-22T18:15:49.982575,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,13,strash; resub; balance; balance; rewrite; balance; resub -z; balance; map,6,493.1640,158.2700,334.8940,32.09,76,340,34.23,0.2718,0.0900,0.0100,0,2026-08-22T18:15:50.256216,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,14,strash; resub; dc2; dc2; rewrite; refactor; rewrite; balance; map,6,429.8560,158.2700,271.5860,36.82,76,340,34.00,0.3022,0.1000,0.0100,0,2026-08-22T18:15:50.560202,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,15,strash; resub; balance; resub -z; dc2; refactor; resub -z; balance; map,6,427.9940,158.2700,269.7240,36.98,76,340,33.92,0.2946,0.0900,0.0100,0,2026-08-22T18:15:50.856588,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,16,strash; resub -z; resub -z; rewrite -z; dc2; fraig; fraig; balance; map,6,439.6980,158.2700,281.4280,36.00,76,340,34.28,0.2886,0.1000,0.0100,0,2026-08-22T18:15:51.147015,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,17,strash; rewrite -z; dc2; fraig; rewrite; rewrite; refactor; balance; map,6,447.6780,158.2700,289.4080,35.35,76,340,34.08,0.2918,0.0900,0.0100,0,2026-08-22T18:15:51.440652,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,18,strash; dc2; rewrite -z; rewrite -z; resub -z; rewrite; resub -z; balance; map,6,455.9240,158.2700,297.6540,34.71,76,340,34.42,0.3021,0.0900,0.0100,0,2026-08-22T18:15:51.744614,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,19,strash; rewrite -z; fraig; rewrite; rewrite; dc2; rewrite -z; balance; map,6,457.2540,158.2700,298.9840,34.61,76,340,34.17,0.3121,0.1000,0.0100,0,2026-08-22T18:15:52.058537,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,20,strash; balance; resub -z; resub -z; balance; resub -z; fraig; balance; map,6,490.5040,158.2700,332.2340,32.27,76,340,33.98,0.2639,0.0900,0.0100,0,2026-08-22T18:15:52.324227,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,21,strash; fraig; balance; balance; rewrite -z; resub -z; rewrite; balance; map,6,479.8640,158.2700,321.5940,32.98,76,340,34.20,0.2837,0.0900,0.0100,0,2026-08-22T18:15:52.609692,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,22,strash; balance; refactor; rewrite; fraig; fraig; rewrite -z; balance; map,6,453.7960,158.2700,295.5260,34.88,76,340,34.05,0.2758,0.1000,0.0100,0,2026-08-22T18:15:52.887306,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,23,strash; resub -z; balance; dc2; balance; refactor; rewrite; balance; map,6,448.4760,158.2700,290.2060,35.29,76,340,34.11,0.2828,0.1000,0.0100,0,2026-08-22T18:15:53.171984,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,24,strash; fraig; fraig; resub -z; resub -z; balance; rewrite; balance; map,6,493.1640,158.2700,334.8940,32.09,76,340,34.16,0.2722,0.0900,0.0100,0,2026-08-22T18:15:53.446144,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
gcd,Hardware Accelerator,GCD Accelerator (OpenROAD Suite),gcd,25,strash; fraig; refactor; resub -z; resub -z; dc2; rewrite -z; balance; map,6,446.0820,158.2700,287.8120,35.48,76,340,34.11,0.2902,0.1000,0.0100,0,2026-08-22T18:15:53.738201,Yosys 0.67+post (git sha1 b8e7da6f40ae8f552c116bf6c359b07c6533e159),NangateOpenCellLibrary_typical.lib (45nm OpenROAD),macOS-26.4-arm64-arm-64bit-Mach-O,arm
